500,0.0625,0.25,0.075,0.0,0.0,3.3251562118530273
500,0.0625,0.25,0.125,0.0,0.0,3.3391761779785156
250,0.0625,0.25,0.025,0.0,0.0,3.3285140991210938
250,0.0625,0.25,0.05,0.0,0.0,3.319265842437744
250,0.0625,0.25,0.075,0.0,0.0,3.3324368000030518
250,0.0625,0.25,0.125,0.0,0.0,3.3111021518707275
1000,0.0625,0.25,0.025,0.0,0.0,3.357720136642456
1000,0.0625,0.25,0.05,0.0,0.0,3.3562138080596924
1000,0.0625,0.25,0.075,0.0,0.0,3.3603267669677734
1000,0.0625,0.25,0.125,0.0,0.0,3.354611396789551
2500,0.0625,0.25,0.025,0.0,0.0,3.4182231426239014
2500,0.0625,0.25,0.05,0.0,0.0,3.423790216445923
2500,0.0625,0.25,0.075,0.0,0.0,3.416062116622925
2500,0.0625,0.25,0.125,0.0,0.0,3.425581455230713
5000,0.0625,0.25,0.025,0.0,0.0,3.493962526321411
5000,0.0625,0.25,0.05,0.0,0.0,3.4988436698913574
5000,0.0625,0.25,0.075,0.0,0.0,3.500403881072998
5000,0.0625,0.25,0.125,0.0,0.0,3.503822088241577
100,0.125,0.25,0.025,0.0,0.0,1.5206360816955566
100,0.125,0.25,0.05,0.0,0.0,1.5194103717803955
100,0.125,0.25,0.075,0.0,0.0,1.5146901607513428
100,0.125,0.25,0.125,0.0,0.0,1.5286316871643066
250,0.125,0.25,0.025,0.0,0.0,1.5302503108978271
250,0.125,0.25,0.05,0.0,0.0,1.523245096206665
250,0.125,0.25,0.075,0.0,0.0,1.5212595462799072
250,0.125,0.25,0.125,0.0,0.0,1.5273716449737549
500,0.125,0.25,0.025,0.0,0.0,1.532017469406128
500,0.125,0.25,0.05,0.0,0.0,1.5330889225006104
500,0.125,0.25,0.075,0.0,0.0,1.5260813236236572
500,0.125,0.25,0.125,0.0,0.0,1.5329558849334717
250,0.125,0.25,0.025,0.0,0.0,1.5248146057128906
250,0.125,0.25,0.05,0.0,0.0,1.5258018970489502
250,0.125,0.25,0.075,0.0,0.0,1.523083209991455
250,0.125,0.25,0.125,0.0,0.0,1.5207135677337646
1000,0.125,0.25,0.025,0.0,0.0,1.548109531402588
1000,0.125,0.25,0.05,0.0,0.0,1.5436081886291504
1000,0.125,0.25,0.075,0.0,0.0,1.5428822040557861
1000,0.125,0.25,0.125,0.0,0.0,1.5481746196746826
2500,0.125,0.25,0.025,0.0,0.0,1.561352252960205
2500,0.125,0.25,0.05,0.0,0.0,1.5542099475860596
2500,0.125,0.25,0.075,0.0,0.0,1.5527703762054443
2500,0.125,0.25,0.125,0.0,0.0,1.551619052886963
5000,0.125,0.25,0.025,0.0,0.0,1.557042121887207
5000,0.125,0.25,0.05,0.0,0.0,1.557741641998291
5000,0.125,0.25,0.075,0.0,0.0,1.5640652179718018
5000,0.125,0.25,0.125,0.0,0.0,1.561180830001831
100,0.0625,0.5,0.025,0.0,0.0,6.105302572250366
100,0.0625,0.5,0.05,0.0,0.0,6.099648714065552
100,0.0625,0.5,0.075,0.0,0.0,6.0994181632995605
100,0.0625,0.5,0.125,0.0,0.0,6.092604160308838
100,0.0625,0.5,0.25,0.0,0.0,6.095114469528198
100,0.0625,0.5,0.375,0.0,0.0,6.102696657180786
100,0.0625,0.5,0.45,0.0,0.0,6.0903332233428955
250,0.0625,0.5,0.025,0.0,0.0,6.172647714614868
250,0.0625,0.5,0.05,0.0,0.0,6.1697022914886475
250,0.0625,0.5,0.075,0.0,0.0,6.157650947570801
250,0.0625,0.5,0.125,0.0,0.0,6.159115791320801
250,0.0625,0.5,0.25,0.0,0.0,6.185652017593384
250,0.0625,0.5,0.375,0.0,0.0,6.165363788604736
250,0.0625,0.5,0.45,0.0,0.0,6.154951572418213
500,0.0625,0.5,0.025,0.0,0.0,6.367599248886108
500,0.0625,0.5,0.05,0.0,0.0,6.219446897506714
500,0.0625,0.5,0.075,0.0,0.0,6.21646785736084
500,0.0625,0.5,0.125,0.0,0.0,6.223068475723267
500,0.0625,0.5,0.25,0.0,0.0,6.220449209213257
500,0.0625,0.5,0.375,0.0,0.0,6.219600200653076
500,0.0625,0.5,0.45,0.0,0.0,6.23522686958313
250,0.0625,0.5,0.025,0.0,0.0,6.172650098800659
250,0.0625,0.5,0.05,0.0,0.0,6.152003526687622
250,0.0625,0.5,0.075,0.0,0.0,6.16996693611145
250,0.0625,0.5,0.125,0.0,0.0,6.162670850753784
250,0.0625,0.5,0.25,0.0,0.0,6.16176962852478
250,0.0625,0.5,0.375,0.0,0.0,6.1511454582214355
250,0.0625,0.5,0.45,0.0,0.0,6.1697752475738525
1000,0.0625,0.5,0.025,0.0,0.0,6.27399468421936
1000,0.0625,0.5,0.05,0.0,0.0,6.295958995819092
1000,0.0625,0.5,0.075,0.0,0.0,6.287610769271851
1000,0.0625,0.5,0.125,0.0,0.0,6.2895307540893555
1000,0.0625,0.5,0.25,0.0,0.0,6.292828559875488
1000,0.0625,0.5,0.375,0.0,0.0,6.284160614013672
1000,0.0625,0.5,0.45,0.0,0.0,6.300904035568237
2500,0.0625,0.5,0.025,0.0,0.0,6.447799205780029
2500,0.0625,0.5,0.05,0.0,0.0,6.464399099349976
2500,0.0625,0.5,0.075,0.0,0.0,6.456335544586182
2500,0.0625,0.5,0.125,0.0,0.0,6.436142921447754
2500,0.0625,0.5,0.25,0.0,0.0,6.472794055938721
2500,0.0625,0.5,0.375,0.0,0.0,6.462351560592651
2500,0.0625,0.5,0.45,0.0,0.0,6.444239377975464
5000,0.0625,0.5,0.025,0.0,0.0,6.620149374008179
5000,0.0625,0.5,0.05,0.0,0.0,6.5943443775177
5000,0.0625,0.5,0.075,0.0,0.0,6.5963685512542725
5000,0.0625,0.5,0.125,0.0,0.0,6.61622953414917
5000,0.0625,0.5,0.25,0.0,0.0,6.595665454864502
5000,0.0625,0.5,0.375,0.0,0.0,6.593350648880005
5000,0.0625,0.5,0.45,0.0,0.0,6.60644268989563
100,0.125,0.5,0.025,0.0,0.0,3.307755947113037
100,0.125,0.5,0.05,0.0,0.0,3.314450263977051
100,0.125,0.5,0.075,0.0,0.0,3.3037800788879395
100,0.125,0.5,0.125,0.0,0.0,3.3233561515808105
100,0.125,0.5,0.25,0.0,0.0,3.3039567470550537
100,0.125,0.5,0.375,0.0,0.0,3.3108928203582764
100,0.125,0.5,0.45,0.0,0.0,3.3086681365966797
250,0.125,0.5,0.025,0.0,0.0,3.3218283653259277
250,0.125,0.5,0.05,0.0,0.0,3.3276004791259766
250,0.125,0.5,0.075,0.0,0.0,3.3234193325042725
250,0.125,0.5,0.125,0.0,0.0,3.340411901473999
250,0.125,0.5,0.25,0.0,0.0,3.3232438564300537
250,0.125,0.5,0.375,0.0,0.0,3.3334267139434814
250,0.125,0.5,0.45,0.0,0.0,3.33077335357666
500,0.125,0.5,0.025,0.0,0.0,3.358199119567871
500,0.125,0.5,0.05,0.0,0.0,3.3584275245666504
500,0.125,0.5,0.075,0.0,0.0,3.371328353881836
500,0.125,0.5,0.125,0.0,0.0,3.360278606414795
500,0.125,0.5,0.25,0.0,0.0,3.353267192840576
500,0.125,0.5,0.375,0.0,0.0,3.3730075359344482
500,0.125,0.5,0.45,0.0,0.0,3.358637809753418
250,0.125,0.5,0.025,0.0,0.0,3.3300516605377197
250,0.125,0.5,0.05,0.0,0.0,3.3292500972747803
250,0.125,0.5,0.075,0.0,0.0,3.3166139125823975
250,0.125,0.5,0.125,0.0,0.0,3.3343164920806885
250,0.125,0.5,0.25,0.0,0.0,3.3284242153167725
250,0.125,0.5,0.375,0.0,0.0,3.3322973251342773
250,0.125,0.5,0.45,0.0,0.0,3.3492331504821777
1000,0.125,0.5,0.025,0.0,0.0,3.4021217823028564
1000,0.125,0.5,0.05,0.0,0.0,3.4114718437194824
1000,0.125,0.5,0.075,0.0,0.0,3.3855392932891846
1000,0.125,0.5,0.125,0.0,0.0,3.3995397090911865
1000,0.125,0.5,0.25,0.0,0.0,3.4021756649017334
1000,0.125,0.5,0.375,0.0,0.0,3.3954052925109863
1000,0.125,0.5,0.45,0.0,0.0,3.4043526649475098
2500,0.125,0.5,0.025,0.0,0.0,3.5059895515441895
2500,0.125,0.5,0.05,0.0,0.0,3.498788595199585
2500,0.125,0.5,0.075,0.0,0.0,3.49861741065979
2500,0.125,0.5,0.125,0.0,0.0,3.4928057193756104
2500,0.125,0.5,0.25,0.0,0.0,3.4992473125457764
2500,0.125,0.5,0.375,0.0,0.0,3.4909963607788086
2500,0.125,0.5,0.45,0.0,0.0,3.4965760707855225
5000,0.125,0.5,0.025,0.0,0.0,3.5607151985168457
5000,0.125,0.5,0.05,0.0,0.0,3.5495715141296387
5000,0.125,0.5,0.075,0.0,0.0,3.5530447959899902
5000,0.125,0.5,0.125,0.0,0.0,3.550704002380371
5000,0.125,0.5,0.25,0.0,0.0,3.550358772277832
5000,0.125,0.5,0.375,0.0,0.0,3.551039457321167
5000,0.125,0.5,0.45,0.0,0.0,3.551638603210449
100,0.25,0.5,0.025,0.0,0.0,1.5258493423461914
100,0.25,0.5,0.05,0.0,0.0,1.5332279205322266
100,0.25,0.5,0.075,0.0,0.0,1.5226826667785645
100,0.25,0.5,0.125,0.0,0.0,1.5322117805480957
100,0.25,0.5,0.25,0.0,0.0,1.5350086688995361
100,0.25,0.5,0.375,0.0,0.0,1.5189733505249023
100,0.25,0.5,0.45,0.0,0.0,1.5208046436309814
250,0.25,0.5,0.025,0.0,0.0,1.5316736698150635
250,0.25,0.5,0.05,0.0,0.0,1.5351154804229736
250,0.25,0.5,0.075,0.0,0.0,1.530400037765503
250,0.25,0.5,0.125,0.0,0.0,1.5290133953094482
250,0.25,0.5,0.25,0.0,0.0,1.5329911708831787
250,0.25,0.5,0.375,0.0,0.0,1.5304059982299805
250,0.25,0.5,0.45,0.0,0.0,1.5329556465148926
500,0.25,0.5,0.025,0.0,0.0,1.535921335220337
500,0.25,0.5,0.05,0.0,0.0,1.5305585861206055
500,0.25,0.5,0.075,0.0,0.0,1.5403287410736084
500,0.25,0.5,0.125,0.0,0.0,1.536984920501709
500,0.25,0.5,0.25,0.0,0.0,1.5372731685638428
500,0.25,0.5,0.375,0.0,0.0,1.533733606338501
500,0.25,0.5,0.45,0.0,0.0,1.5367746353149414
250,0.25,0.5,0.025,0.0,0.0,1.5301110744476318
250,0.25,0.5,0.05,0.0,0.0,1.5277669429779053
250,0.25,0.5,0.075,0.0,0.0,1.538487434387207
250,0.25,0.5,0.125,0.0,0.0,1.5398898124694824
250,0.25,0.5,0.25,0.0,0.0,1.528606653213501
250,0.25,0.5,0.375,0.0,0.0,1.5434165000915527
250,0.25,0.5,0.45,0.0,0.0,1.5319716930389404
1000,0.25,0.5,0.025,0.0,0.0,1.550414800643921
1000,0.25,0.5,0.05,0.0,0.0,1.5463356971740723
1000,0.25,0.5,0.075,0.0,0.0,1.5508062839508057
1000,0.25,0.5,0.125,0.0,0.0,1.5544397830963135
1000,0.25,0.5,0.25,0.0,0.0,1.5639333724975586
1000,0.25,0.5,0.375,0.0,0.0,1.5528008937835693
1000,0.25,0.5,0.45,0.0,0.0,1.5550496578216553
2500,0.25,0.5,0.025,0.0,0.0,1.5667674541473389
2500,0.25,0.5,0.05,0.0,0.0,1.5654199123382568
2500,0.25,0.5,0.075,0.0,0.0,1.5667641162872314
2500,0.25,0.5,0.125,0.0,0.0,1.5567545890808105
2500,0.25,0.5,0.25,0.0,0.0,1.5669348239898682
2500,0.25,0.5,0.375,0.0,0.0,1.5702903270721436
2500,0.25,0.5,0.45,0.0,0.0,1.5644378662109375
5000,0.25,0.5,0.025,0.0,0.0,1.5814251899719238
5000,0.25,0.5,0.05,0.0,0.0,1.5741569995880127
5000,0.25,0.5,0.075,0.0,0.0,1.5763938426971436
5000,0.25,0.5,0.125,0.0,0.0,1.5762550830841064
5000,0.25,0.5,0.25,0.0,0.0,1.574298620223999
5000,0.25,0.5,0.375,0.0,0.0,1.5746686458587646
5000,0.25,0.5,0.45,0.0,0.0,1.5736956596374512
750,0.0625,0.1,0.025,0.0,0.0,1.541351556777954
750,0.0625,0.1,0.05,0.0,0.0,1.5401670932769775
750,0.0625,0.1,0.075,0.0,0.0,1.5334136486053467
750,0.0625,0.25,0.025,0.0,0.0,3.342960834503174
750,0.0625,0.25,0.05,0.0,0.0,3.3459064960479736
750,0.0625,0.25,0.075,0.0,0.0,3.3458521366119385
750,0.0625,0.25,0.125,0.0,0.0,3.3344056606292725
750,0.125,0.25,0.025,0.0,0.0,1.5367393493652344
750,0.125,0.25,0.05,0.0,0.0,1.5381755828857422
750,0.125,0.25,0.075,0.0,0.0,1.5420422554016113
750,0.125,0.25,0.125,0.0,0.0,1.5393412113189697
750,0.0625,0.5,0.025,0.0,0.0,6.275818586349487
750,0.0625,0.5,0.05,0.0,0.0,6.258065938949585
750,0.0625,0.5,0.075,0.0,0.0,6.254459381103516
750,0.0625,0.5,0.125,0.0,0.0,6.259720325469971
750,0.0625,0.5,0.25,0.0,0.0,6.264738321304321
750,0.0625,0.5,0.375,0.0,0.0,6.258317232131958
750,0.0625,0.5,0.45,0.0,0.0,6.264280557632446
750,0.125,0.5,0.025,0.0,0.0,3.3893320560455322
750,0.125,0.5,0.05,0.0,0.0,3.379727840423584
750,0.125,0.5,0.075,0.0,0.0,3.38891339302063
750,0.125,0.5,0.125,0.0,0.0,3.380244255065918
750,0.125,0.5,0.25,0.0,0.0,3.381835699081421
750,0.125,0.5,0.375,0.0,0.0,3.379481077194214
750,0.125,0.5,0.45,0.0,0.0,3.3789572715759277
750,0.25,0.5,0.025,0.0,0.0,1.5540947914123535
750,0.25,0.5,0.05,0.0,0.0,1.5559263229370117
750,0.25,0.5,0.075,0.0,0.0,1.5511651039123535
750,0.25,0.5,0.125,0.0,0.0,1.5480260848999023
750,0.25,0.5,0.25,0.0,0.0,1.552274465560913
750,0.25,0.5,0.375,0.0,0.0,1.554724931716919
750,0.25,0.5,0.45,0.0,0.0,1.547929048538208
