100,0.005,0.1,0.0,0.0,16.276461839675903
500,0.005,0.1,0.0,0.0,15.047341108322144
1000,0.005,0.1,0.0,0.0,15.03592562675476
5000,0.005,0.1,0.0,0.0,15.824773788452148
100,0.0125,0.1,0.0,0.0,2.9748926162719727
500,0.0125,0.1,0.0,0.0,3.002699136734009
1000,0.0125,0.1,0.0,0.0,3.0264458656311035
5000,0.0125,0.1,0.0,0.0,3.173265218734741
100,0.025,0.1,0.0,0.0,1.4682011604309082
500,0.025,0.1,0.0,0.0,1.419912338256836
1000,0.025,0.1,0.0,0.0,1.4367005825042725
5000,0.025,0.1,0.0,0.0,1.516287088394165
100,0.0375,0.1,0.0,0.0,1.1498820781707764
500,0.0375,0.1,0.0,0.0,1.1197538375854492
1000,0.0375,0.1,0.0,0.0,1.1204466819763184
5000,0.0375,0.1,0.0,0.0,1.1619458198547363
100,0.05,0.1,0.0,0.0,0.6506588459014893
500,0.05,0.1,0.0,0.0,0.6060194969177246
1000,0.05,0.1,0.0,0.0,0.6157553195953369
5000,0.05,0.1,0.0,0.0,0.6235711574554443
100,0.005,0.25,0.0,0.0,174.7927324771881
500,0.005,0.25,0.0,0.0,187.77387738227844
1000,0.005,0.25,0.0,0.0,199.89299368858337
5000,0.005,0.25,0.0,0.0,244.73183012008667
100,0.0125,0.25,0.0,0.0,14.818717241287231
500,0.0125,0.25,0.0,0.0,15.217425346374512
1000,0.0125,0.25,0.0,0.0,15.546648025512695
5000,0.0125,0.25,0.0,0.0,16.365846157073975
100,0.025,0.25,0.0,0.0,3.896031618118286
500,0.025,0.25,0.0,0.0,4.001530408859253
1000,0.025,0.25,0.0,0.0,4.059441089630127
5000,0.025,0.25,0.0,0.0,4.306305646896362
100,0.0375,0.25,0.0,0.0,2.2669475078582764
500,0.0375,0.25,0.0,0.0,2.2799835205078125
1000,0.0375,0.25,0.0,0.0,2.3081893920898438
5000,0.0375,0.25,0.0,0.0,2.4316647052764893
100,0.05,0.25,0.0,0.0,1.6250715255737305
500,0.05,0.25,0.0,0.0,1.6614770889282227
1000,0.05,0.25,0.0,0.0,1.690906286239624
5000,0.05,0.25,0.0,0.0,1.7743964195251465
100,0.005,0.5,0.0,0.0,948.1936230659485
500,0.005,0.5,0.0,0.0,1072.6744062900543
1000,0.005,0.5,0.0,0.0,1185.5003368854523
5000,0.005,0.5,0.0,0.0,1654.1063914299011
100,0.0125,0.5,0.0,0.0,103.08845472335815
500,0.0125,0.5,0.0,0.0,109.5767982006073
